Date,Tweet,likes_count,nlikes,nreplies,nretweets,replies_count,retweets_count
2018-12-01,"Perhaps most telling is that Norway, which is partly above the Arctic Circle, has more Teslas per capita than any other country on Earth.",,718.0,38.0,44.0,,
2018-12-03,"We’re adding police car, fire truck &amp; ambulance to the Tesla neural net in coming months",,1224.0,94.0,94.0,,
2018-12-03,"Exactly. Default Autopilot behavior, if there’s no driver input, is to slow gradually to a stop &amp; turn on hazard lights. Tesla service then contacts the owner. Looking into what happened here.",,948.0,73.0,64.0,,
2018-12-03,"Exactly. Default Autopilot behavior, if there’s no driver input, is to slow gradually to a stop &amp; turn on hazard lights. Tesla service then contacts the owner. Looking into what happened here.",,941.0,73.0,64.0,,
2018-12-03,"We’re adding police car, fire truck &amp; ambulance to the Tesla neural net in coming months",,1213.0,94.0,92.0,,
2018-12-09,"If you have a Tesla built in past 2 years, definitely try Navigate on Autopilot. It will blow your mind. Automatically passes slow cars &amp; takes highway interchanges &amp; off-ramps.",,69732.0,1662.0,4951.0,,
2018-12-09,"Major credit to AC Propulsion for the tzero electric sports car 1997-2003 that inspired Tesla Roadster. Without that, Tesla wouldn’t exist or would have started much later.",,10782.0,237.0,688.0,,
2018-12-09,"Tesla history trivia: we didn’t actually come up with the Tesla Motors name. Bought trademark off Brad Siewert for $75k in late 2004. He’d originally filed for it in 1994. Our alternative name was Faraday, which was used by a competitor several years later.",,46715.0,1103.0,4697.0,,
2018-12-09,"Yeah, we wanted to name our company after Tesla, the great scientist/engineer, but use of the Tesla name in automotive was already trademarked in the US, Europe &amp; later China.",,2112.0,76.0,88.0,,
2018-12-09,"Already testing traffic lights, stop signs &amp; roundabouts in development software. Your Tesla will soon be able to go from your garage at home to parking at work with no driver input at all.",,48677.0,1343.0,4949.0,,
2018-12-09,"Full self-driving option is required with the Tesla designed hardware 3 computer. This is a simple plug in replacement for the NVidia computer, but has over 10X the image processing ability.",,1223.0,81.0,89.0,,
2018-12-09,"Tesla history trivia: we didn’t actually come up with the Tesla Motors name. Bought trademark off Brad Siewert for $75k in late 2004. He’d originally filed for it in 1994. Our alternative name was Faraday, which was used by a competitor several years later.",,46291.0,1090.0,4649.0,,
2018-12-09,"Yeah, we wanted to name our company after Tesla, the great scientist/engineer, but use of the Tesla name in automotive was already trademarked in the US, Europe &amp; later China.",,2101.0,76.0,87.0,,
2018-12-09,"Major credit to AC Propulsion for the tzero electric sports car 1997-2003 that inspired Tesla Roadster. Without that, Tesla wouldn’t exist or would have started much later.",,10719.0,237.0,677.0,,
2018-12-09,"If you have a Tesla built in past 2 years, definitely try Navigate on Autopilot. It will blow your mind. Automatically passes slow cars &amp; takes highway interchanges &amp; off-ramps.",,69159.0,1647.0,4889.0,,
2018-12-09,"Already testing traffic lights, stop signs &amp; roundabouts in development software. Your Tesla will soon be able to go from your garage at home to parking at work with no driver input at all.",,48278.0,1332.0,4897.0,,
2018-12-09,"Full self-driving option is required with the Tesla designed hardware 3 computer. This is a simple plug in replacement for the NVidia computer, but has over 10X the image processing ability.",,1219.0,80.0,88.0,,
2018-12-11,"We’re opening a lot of Tesla service centers next year, including Knoxville. Tesla will post upcoming city opening map this week.",,676.0,59.0,76.0,,
2018-12-11,You’re right. There was a ton of footage with many people at Tesla that would be great to share. Longer pieces like we did with tell a more interesting story.,,4126.0,83.0,123.0,,
2018-12-11,"Love that people are buying a Tesla for the product itself, even if they don’t believe in climate change. Not everyone can be convinced about global warming, but if an electric car is simply the best product, they don’t need to be.",,42691.0,1630.0,4529.0,,
2018-12-11,"Important note for US Tesla buyers: Federal tax credit drops by $3750 in 3 weeks. To be on the cancellation waitlist for delivery this year or if you want a display car, order at or visit our stores. Full refund if Tesla can’t deliver your car this year.",,11300.0,661.0,1192.0,,
2018-12-11,"Also, Tesla policy is that if you order a car without a test drive you get 3 days to return for full refund vs 1 day if you do get a test drive (resources are overbooked)",,7183.0,276.0,345.0,,
2018-12-11,"Incorrect. “Chairman” is an honorific, not executive role, which means it’s not needed to run Tesla. Will retire that title at Tesla in 3 years. 60 Mins edited out end of my sentence, where I said I could do whatever I want. They cut “provided I have the support of shareholders”.",,35640.0,761.0,2707.0,,
2018-12-11,You’re right. There was a ton of footage with many people at Tesla that would be great to share. Longer pieces like we did with tell a more interesting story.,,4162.0,85.0,125.0,,
2018-12-11,"We’re opening a lot of Tesla service centers next year, including Knoxville. Tesla will post upcoming city opening map this week.",,680.0,60.0,78.0,,
2018-12-11,"Love that people are buying a Tesla for the product itself, even if they don’t believe in climate change. Not everyone can be convinced about global warming, but if an electric car is simply the best product, they don’t need to be.",,43088.0,1649.0,4583.0,,
2018-12-11,"Important note for US Tesla buyers: Federal tax credit drops by $3750 in 3 weeks. To be on the cancellation waitlist for delivery this year or if you want a display car, order at or visit our stores. Full refund if Tesla can’t deliver your car this year.",,11401.0,665.0,1206.0,,
2018-12-11,"Also, Tesla policy is that if you order a car without a test drive you get 3 days to return for full refund vs 1 day if you do get a test drive (resources are overbooked)",,7257.0,277.0,353.0,,
2018-12-11,"Incorrect. “Chairman” is an honorific, not executive role, which means it’s not needed to run Tesla. Will retire that title at Tesla in 3 years. 60 Mins edited out end of my sentence, where I said I could do whatever I want. They cut “provided I have the support of shareholders”.",,35953.0,771.0,2752.0,,
2018-12-15,"In other words, you may be able to get a Tesla before the $7500 US tax credit drops in 2 weeks, even if you haven’t placed an order yet",,8950.0,379.0,495.0,,
2018-12-15,"In other words, you may be able to get a Tesla before the $7500 US tax credit drops in 2 weeks, even if you haven’t placed an order yet",,8873.0,377.0,489.0,,
2018-12-16,Tesla 💨 app almost done. Important to get every note right!,,33768.0,796.0,1355.0,,
2018-12-16,Tesla 💨 app almost done. Important to get every note right!,,33419.0,784.0,1331.0,,
2018-12-18,Honored to work with amazing teams at SpaceX &amp; Tesla!,,33618.0,653.0,2015.0,,
2018-12-18,Honored to work with amazing teams at SpaceX &amp; Tesla!,,33321.0,646.0,1989.0,,
2018-12-19,Tesla in tunnel with retractable wheel gear that turns a car into a rail-guided train &amp; back again,,55820.0,1470.0,8163.0,,
2018-12-19,Tesla in tunnel with retractable wheel gear that turns a car into a rail-guided train &amp; back again,,56270.0,1480.0,8245.0,,
2018-12-19,"This can be applied to any autonomous, electric vehicle, not just Tesla",,14310.0,257.0,745.0,,
2018-12-19,"This can be applied to any autonomous, electric vehicle, not just Tesla",,14175.0,255.0,737.0,,
2018-12-20,"As a thank you to Tesla short sellers, we named a 💨 after them haha",,14706.0,671.0,1517.0,,
2018-12-20,Tesla phone app release next week will enable service scheduling in 2 mins with a few taps. No more need to call!,,22087.0,678.0,1208.0,,
2018-12-20,Tesla phone app release next week will enable service scheduling in 2 mins with a few taps. No more need to call!,,22285.0,685.0,1222.0,,
2018-12-20,"As a thank you to Tesla short sellers, we named a 💨 after them haha",,14836.0,673.0,1535.0,,
2018-12-22,"If Tesla committed delivery &amp; customer made good faith efforts to receive before year end, Tesla will cover the tax credit difference",,1333.0,74.0,106.0,,
2018-12-22,"It will be tight, but Tesla production should have all mid-range Model 3 orders delivered by year end",,766.0,14.0,30.0,,
2018-12-22,"Tesla has released all cars for sale where original customer can’t take delivery before year end, as well as test drive / display cars, which cost less. Reminder to US buyers that $7500 tax credit drops in half in 8 days. Order online at or visit stores.",,14129.0,798.0,1428.0,,
2018-12-22,"Tesla has released all cars for sale where original customer can’t take delivery before year end, as well as test drive / display cars, which cost less. Reminder to US buyers that $7500 tax credit drops in half in 8 days. Order online at or visit stores.",,14000.0,795.0,1407.0,,
2018-12-22,"It will be tight, but Tesla production should have all mid-range Model 3 orders delivered by year end",,760.0,14.0,29.0,,
2018-12-22,"If Tesla committed delivery &amp; customer made good faith efforts to receive before year end, Tesla will cover the tax credit difference",,1325.0,74.0,105.0,,
2018-12-26,"Most importantly, every electric car, Tesla or otherwise, matters to the environment we all share. Every time someone chooses electric, the future gets a little bit brighter! If not Tesla, please take a look at these other options:",,19328.0,659.0,2201.0,,
2018-12-26,Reminder to US buyers that the $7500 tax credit cuts in half in 5 days! Order online at to see if there is any inventory left in your region or visit Tesla stores.,,12756.0,500.0,1233.0,,
2018-12-26,"This is incorrect. Vast majority of vehicle motion is returned to the battery, as the electric motors act like a generator in reverse. Brake pads on a Tesla literally never need to be replaced for lifetime of the car.",,6687.0,315.0,539.0,,
2018-12-26,We are dramatically increasing Tesla Superchargers within cities &amp; working with landlords to add home charging to apartment buildings,,811.0,43.0,51.0,,
2018-12-26,"Most people don’t know that the Tesla Supercharger network allows easy long distance travel throughout USA, most of Europe, Canada and China",,14922.0,978.0,1284.0,,
2018-12-26,Reminder to US buyers that the $7500 tax credit cuts in half in 5 days! Order online at to see if there is any inventory left in your region or visit Tesla stores.,,12650.0,497.0,1217.0,,
2018-12-26,"Most importantly, every electric car, Tesla or otherwise, matters to the environment we all share. Every time someone chooses electric, the future gets a little bit brighter! If not Tesla, please take a look at these other options:",,19194.0,650.0,2175.0,,
2018-12-26,"This is incorrect. Vast majority of vehicle motion is returned to the battery, as the electric motors act like a generator in reverse. Brake pads on a Tesla literally never need to be replaced for lifetime of the car.",,6632.0,316.0,531.0,,
2018-12-26,We are dramatically increasing Tesla Superchargers within cities &amp; working with landlords to add home charging to apartment buildings,,806.0,42.0,51.0,,
2018-12-26,"Most people don’t know that the Tesla Supercharger network allows easy long distance travel throughout USA, most of Europe, Canada and China",,14784.0,971.0,1268.0,,
2018-12-27,Tesla team did a great job!,,3780.0,100.0,142.0,,
2018-12-27,Tesla team did a great job!,,3750.0,100.0,141.0,,
2018-12-28,Excited to have Larry Ellison &amp; Kathleen Wilson-Thompson join the Tesla board!,,36045.0,1013.0,2158.0,,
2018-12-28,Excited to have Larry Ellison &amp; Kathleen Wilson-Thompson join the Tesla board!,,36362.0,1019.0,2178.0,,
2018-12-30,Thanks Tesla owners in China! Looking forward to visiting soon for the groundbreaking of Gigafactory Shanghai!,,2789.0,99.0,132.0,,
2018-12-30,Thanks Tesla owners in China! Looking forward to visiting soon for the groundbreaking of Gigafactory Shanghai!,,2811.0,99.0,136.0,,
2018-12-31,"Good summary of Tesla progress in 2018 by (due to Tesla team, not me though) via",,9092.0,296.0,917.0,,
2019-01-03,"Sounds great, will connect you with Tesla Energy",,2235.0,22.0,63.0,,
2019-01-03,Great work by Tesla Team!,,32637.0,690.0,2355.0,,
2019-01-05,Matt DeBord reviews all Tesla models via,,6478.0,226.0,448.0,,
2019-01-09,"Starting on Monday, Tesla will no longer be taking orders for the 75 kWh version of the Model S &amp; X. If you’d like that version, please order by Sunday night at",,8594.0,704.0,870.0,,
2019-01-09,"Btw, you can buy a Tesla online in less than 2 mins &amp; give it back for a full refund for any reason",,35922.0,2531.0,3901.0,,
2019-01-09,"Starting on Monday, Tesla will no longer be taking orders for the 75 kWh version of the Model S &amp; X. If you’d like that version, please order by Sunday night at",,8593.0,704.0,870.0,,
2019-01-10,Tesla *with* Autopilot engaged is twice as safe &amp; continues to make steady improvements,,34348.0,900.0,3054.0,,
2019-01-16,"Teslarati is very thoughtful &amp; well-written, but this stems from a miscommunication by SpaceX",,1480.0,44.0,39.0,,
2019-01-16,"The LA Times has a long track of unreasonable attacks on SpaceX &amp; Tesla, but in this case it was our miscommunication",,1212.0,30.0,42.0,,
2019-01-17,"The Tesla customer referral program will end on Feb 1. If you want to refer a friend to buy a Tesla &amp; give them 6 months of free Supercharging, please do so before then.",,28997.0,1665.0,1968.0,,
2019-01-19,Tesla is the safest car according to US govt testing,,1639.0,105.0,141.0,,
2019-01-19,"I wish them well. Track record in auto startups is tough. Thousands of US auto startups, but only Ford &amp; Tesla have avoided bankruptcy. A similar scenario is likely in all countries.",,850.0,43.0,45.0,,
2019-01-22,Tesla Sentry Mode coming soon for all cars with Enhanced Autopilot,,47942.0,1290.0,3355.0,,
2019-01-26,"All doors unlock automatically when the Tesla comes to a stop after an accident. There is both primary &amp; backup power to doors, brakes, steering &amp; airbags.",,1032.0,44.0,78.0,,
2019-01-27,"It’s an honor, sir! Thanks for owning a Tesla.",,13318.0,107.0,256.0,,
2019-01-27,Tap Tesla logo at top of your car’s touchscreen &amp; wait 10 secs to open special features box,,60327.0,1585.0,2828.0,,
2019-01-27,Tesla Sentry Mode will play Bach’s Toccata and Fugue during a robbery (and keep Summer safe),,29241.0,1141.0,3389.0,,
2019-01-28,"Great electric car documentary about early days of Tesla, GM Volt, Nissan Leaf &amp; Gadget. So much has happened since then …",,19091.0,617.0,2063.0,,
2019-01-31,"Our true competition is not the small trickle of non-Tesla electric cars being produced, but rather the enormous flood of gasoline cars pouring out of the world’s factories every day",,21233.0,502.0,2250.0,,
2019-01-31,Exciting to see all the new electric vehicles coming to market! We created Tesla to accelerate a sustainable future &amp; it’s happening!,,31974.0,953.0,3409.0,,
2019-01-31,Super appreciate Deepak’s 11 year history building Tesla &amp; wish him greatest of happiness in retirement! Zach has been outstanding over his 9 year history with Tesla &amp; will build upon Deepak’s legacy.,,9997.0,124.0,355.0,,
2019-01-31,And Tesla Gigafactory is steadily becoming self-powered by solar,,957.0,49.0,44.0,,
2019-02-08,Joe Rogan describes Tesla for 4 mins &amp; 20 secs,,27595.0,800.0,2200.0,,
2019-02-09,"Just left Zeebrugge, now Tilburg, then Tesla HQ in Amsterdam &amp; Oslo tonight to review service in Norway. Exciting to see thousands of Model 3’s on their way to owners in Europe!",,43698.0,2035.0,2465.0,,
2019-02-13,Tesla Model X first SUV to receive a perfect crash test rating via,,39815.0,964.0,4298.0,,
2019-02-14,"Some sites maintained an almost daily Tesla deathwatch 11 years ago, reporting with an awful delight. 4000 days later …",,12268.0,231.0,507.0,,
2019-02-14,CNBC - “Tesla Model 3 ranked most satisfying car”,,23330.0,984.0,1924.0,,
2019-02-17,I had to focus on solving a painfully large number of engineering &amp; manufacturing problems at Tesla (especially) &amp; SpaceX,,1837.0,51.0,68.0,,
2019-02-17,"Also, Tesla was competing for some of same people as OpenAI &amp; I didn’t agree with some of what OpenAI team wanted to do. Add that all up &amp; it was just better to part ways on good terms.",,1804.0,88.0,81.0,,
2019-02-20,4000 Tesla cars loading in SF for Europe,,205614.0,4746.0,16781.0,,
2019-02-20,"Tesla made 0 cars in 2011, but will make around 500k in 2019",,129426.0,2258.0,8846.0,,
2019-02-26,"SEC forgot to read Tesla earnings transcript, which clearly states 350k to 500k. How embarrassing … 🤗",,4203.0,349.0,541.0,,
2019-02-27,Some Tesla news,,66060.0,1937.0,1867.0,,
2019-03-01,Exact Tesla Model 3 in my profile pic costs $35k before incentives &amp; takes 1 minute to buy online at,,26504.0,1601.0,2668.0,,
2019-03-01,Explanation from Tesla later today,,4257.0,155.0,128.0,,
2019-03-02,"If you bought a Tesla before yesterday’s price reduction, you can have Autopilot or full self-driving at half normal cost (up to $6k less)",,22424.0,1071.0,1318.0,,
2019-03-03,"Yes. Personally, I’m most excited by the Tesla Truck. Maybe it will be too futuristic for most people, but I love it.",,2170.0,169.0,152.0,,
2019-03-03,First public Tesla V3.0 Supercharger Station goes live Wed 8pm,,32805.0,723.0,2144.0,,
2019-03-05,Tesla comms is fixing. That was a mistake.,,8376.0,229.0,156.0,,
2019-03-07,You’re most welcome. Very proud of Tesla team. Super tough 15 years!,,1888.0,86.0,104.0,,
2019-03-07,"Latest software improves Tesla Supercharger times by up to 25% for all Tesla S/X/3 worldwide, incl original 2012 Model S. Not splitting power across 2 Supercharger stalls helps all cars up to 50%.",,23199.0,582.0,1446.0,,
2019-03-07,"Those improvements are independent of Supercharger V3 power increase from 135kW to 250+kW. All factors considered, charge time will drop by factor of 4 best case &amp; more than 2 for whole Tesla fleet. Effectively, this more than doubles total WW Supercharger system throughput.",,14433.0,379.0,663.0,,
2019-03-12,"When prices go down, those who already bought want the lower price, but, if prices go up, those who already bought don’t want to write Tesla a check. So it goes.",,1453.0,86.0,105.0,,
2019-03-12,"Tesla car prices go up ~3% next week, except for $35k Model 3. Order online at before then for current prices.",,23948.0,1259.0,1463.0,,
2019-03-16,"Still get this question a lot, even though Norway 🇳🇴 has highest Tesla cars per person on 🌏 (super appreciated!). Also, AWD is nice to have, but def not required for snow/ice.",,6859.0,254.0,332.0,,
2019-03-16,"To be clear, orders are fully refundable, even after you’ve had your Tesla for a week",,29045.0,848.0,960.0,,
2019-03-16,"About a minute in, we flashed a teaser pic of Tesla cyberpunk truck",,34105.0,1208.0,2360.0,,
2019-03-21,"Best to get a Tesla Powerwall, so you can power your house &amp; also drive",,856.0,71.0,43.0,,
2019-03-22,New Tesla referral program just released,,18239.0,1065.0,1517.0,,
2019-03-24,Please note prices on all Tesla inventory cars worldwide rise by ~3% on April 1,,25773.0,1096.0,1222.0,,
2019-03-24,"To be clear, this doesn’t affect Tesla website order prices. Existing inventory prices are currently slightly lower than on website. This will bring them in line.",,12843.0,348.0,348.0,,
2019-03-26,"Ford has 4 CEOs in 5 years &amp; nobody blinks, but Tesla loses 1 intern &amp; it’s front page news. I tell ya (shakes fist at sky) …",,4482.0,313.0,431.0,,
2019-03-26,Hard to appreciate how much Tesla Autopilot improves enjoyment of driving until you try it,,12549.0,545.0,650.0,,
2019-03-27,Super proud of Tesla Autopilot team!,,12735.0,230.0,298.0,,
2019-03-30,"Retrofits will start when our software is able to take meaningful advantage of the Tesla FSD computer, which is an order of magnitude more capable. For now, it’s slightly disadvantageous to have Tesla FSD computer, as our software is more refined for HW2.",,1004.0,78.0,67.0,,
2019-03-30,Tesla Semi delivering Tesla cars,,192436.0,2899.0,15631.0,,
2019-03-30,"Amazing work by Tesla Delivery teams, especially in Europe &amp; China! Most insane logistics challenge I’ve ever seen. Thanks also to many country &amp; city officials for your help this weekend! Super appreciated.",,23420.0,617.0,1078.0,,
2019-04-01,"Going forward, all Tesla stores will be tiny &amp; have tiny cars",,8148.0,240.0,360.0,,
2019-04-04,"Totally agree. Tesla phone app should have all controls that car center screen has, so your phone can serve as a complete backup.",,7245.0,200.0,249.0,,
2019-04-05,"It’s there for when we start competing with Uber/Lyft &amp; people allow their car to earn money for them as part of the Tesla shared autonomy fleet. In case someone messes up your car, you can check the video.",,26207.0,530.0,1674.0,,
2019-04-05,That’s exactly the idea. What’s not well understood is that Tesla cars being made *today* will be able to do that for you. Just a matter of finishing the software &amp; going through regulatory approval. Will be explained in depth via live webcast on April 22.,,5550.0,247.0,475.0,,
2019-04-06,Tesla Enhanced Summon coming out in US next week for anyone with Enhanced Autopilot or Full Self-Driving option,,23087.0,674.0,1239.0,,
2019-04-07,It will enable video when parked &amp; connected to WiFi. All Tesla Superchargers will have free WiFi over time.,,1183.0,95.0,74.0,,
2019-04-08,The Tesla Full Self-Driving Computer now in production is at about 5% compute load for these tasks or 10% with full fail-over redundancy,,45340.0,1019.0,5311.0,,
2019-04-08,"Doesn’t matter yet whether you have Tesla FSD computer or Tesla Nvidia-based computer. When it does matter later this year, Tesla will switch the computers for you.",,1757.0,62.0,88.0,,
2019-04-12,"So if we raise prices in the future, will you cut Tesla a check? Can’t have it both ways.",,2060.0,174.0,138.0,,
2019-04-12,Other automakers change prices constantly &amp; substantially by varying rebates &amp; discounts according to negotiating strength of buyer. Tesla is transparent &amp; consistent.,,1455.0,117.0,102.0,,
2019-04-13,Lease a Tesla online in a few mins &amp; have it delivered to your house (return within 7 days for full refund),,14950.0,1122.0,1308.0,,
2019-04-13,Please note that the price of the Tesla Full Self-Driving option will increase substantially over time,,38174.0,2195.0,1810.0,,
2019-04-13,Tesla will start FSD computer upgrade in a few months,,849.0,62.0,54.0,,
2019-04-13,Incorrect. Pana cell lines at Giga are only at ~24GWh/yr &amp; have been a constraint on Model 3 output since July. No choice but to use other suppliers for Powerwall/Powerpack cells. Tesla won’t spend money on more capacity until existing lines get closer to 35GWh theoretical.,,5572.0,187.0,373.0,,
2019-04-13,"Yes, all cars with Autopilot 2.0 or higher, so ~400,000 of Tesla cars built to date",,352.0,21.0,12.0,,
2019-04-13,"On April 22, Investor Autonomy Day, Tesla will free investors from the tyranny of having to drive their own car",,1833.0,188.0,225.0,,
2019-04-14,"I’m sorry, Fred, but WSJ has relentlessly attacked Tesla with bogus articles for over a decade. They can’t *all* be chalked up to poor reporting. Where are the WSJ exposé pieces on oil, coal &amp; gas? That industry is 1000 times bigger than Tesla. Perhaps they’re all angels …",,2142.0,149.0,242.0,,
2019-04-14,"Sentry Mode fundamentally empowers the individual car owner over entrenched interests, in this case a corrupt traffic judge. Even Tesla doesn’t have access to the video unless sent to us by owner.",,2272.0,86.0,142.0,,
2019-04-14,"Very much so. There are 2.5B cars &amp; trucks on Earth. Even replacing 1% of that fleet would require making 25M vehicles per year. Tesla will make over 500k cars in next 12 months, but that’s a mere 2% of 25M or 0.02% of global vehicle fleet. Car industry slow -&gt; demand &gt;&gt; supply.",,898.0,86.0,112.0,,
2019-04-14,I’ve always thought that the fundamental good of Tesla should be measured by the number of years by which it accelerates the transition to sustainable transport &amp; energy,,1865.0,119.0,196.0,,
2019-04-14,"That tweet did take immense effort 🤣🤣 Fair point tho. Powerwall production is now ramping fast. Tesla was cell-starved last year, so we had to switch all lines to make packs for cars, which meant Powerwall production was living off scraps.",,4670.0,105.0,112.0,,
2019-04-16,"Yeah, gave everything I had to Tesla in Dec 2008",,4116.0,207.0,267.0,,
2019-04-19,"Put water repellant coating on radar, dark rectangle just below nose. Anything hydrophobic from hardware store or Tesla service can do it.",,1914.0,61.0,72.0,,
2019-04-21,"Never seen anything like it. Tesla is just trying to make electric cars &amp; solar power for a better future for all. True, we might not succeed, but why do they want us to fail?",,3256.0,539.0,295.0,,
2019-04-22,Actual Tesla range is about 5 miles / 8 km past zero,,11318.0,157.0,267.0,,
2019-04-23,Tesla Full Self-Driving,,34893.0,816.0,3054.0,,
2019-04-23,"Those who predicted Tesla &amp; EVs would be dead &amp; autonomy would never happen are same people attacking Tesla today for 6-12 month delays, while ignoring major automakers 5+ years late. Why the double standard?",,16743.0,562.0,1367.0,,
2019-04-23,"Over a million combustion engine (it’s right there in the name!) car fires per year &amp; thousands of deaths, but one Tesla car fire with no injuries gets biggest headlines. Why the double standard? This is a real question.",,51751.0,1139.0,5418.0,,
2019-04-23,"Reality is a Tesla, like most electric cars, is over 500% *less* likely to catch fire than combustion engine cars, which carry massive amounts of highly flammable fuel. Why is this never mentioned?",,46529.0,1144.0,3683.0,,
2019-04-23,"When you read double standard articles about Tesla, please ask why. Maybe there’s a good reason that isn’t obvious.",,32781.0,900.0,1608.0,,
2019-04-23,"Fred, every fire *is* investigated. Problem is those who only write about 0 injury Tesla fires while ignoring fatal combustion car fires or fail to mention any contextual statistics in their article, misleading readers into thinking EV’s have high fire risk when opposite is true.",,2771.0,109.0,155.0,,
2019-04-23,"Also, how did you manage to get shamed into being de facto anti-Tesla by social media trolls. Jeez …",,953.0,78.0,44.0,,
2019-04-23,"Tesla is going to develop a quiet, electric leafblower",,294415.0,9612.0,22868.0,,
2019-04-23,"Exactly. By end of this quarter, about half a million Teslas will have full self-driving hardware (pending computer swap) &amp; we will make another half million FSD cars by mid next year.",,699.0,89.0,41.0,,
2019-04-23,Anyone who did this analysis should interview at Tesla,,1673.0,50.0,57.0,,
2019-04-23,"Tesla is going to develop a quiet, electric leafblower",,294414.0,9612.0,22868.0,,
2019-04-24,Tesla blows haha,,178275.0,1814.0,16873.0,,
2019-04-24,"As mentioned before, Tesla full self-driving option price will increase after May 1. You can order online at",,16504.0,1839.0,951.0,,
2019-04-24,"Agreed, we’re ramping up service centers &amp; Tesla mobile service worldwide",,1505.0,125.0,50.0,,
2019-04-24,Tesla blows haha,,178278.0,1814.0,16873.0,,
2019-04-26,Great work by Tesla China team &amp; supporting contractors!,,7463.0,218.0,203.0,,
2019-04-28,"Exactly, Tesla &amp; Nvidia numbers described by Pete were max *usable* teraops running our vision net",,478.0,18.0,25.0,,
2019-05-03,Changing Tesla horn sound to 🐐,,172235.0,3585.0,14920.0,,
2019-05-04,You’re welcome. Thanks for buying a Tesla!,,878.0,30.0,20.0,,
2019-05-07,"In recent years, hours were much higher. Don’t recommend though — bad for health &amp; happiness. But no choice or Tesla would die. Hope to reduce to 80 hours next year.",,3789.0,244.0,292.0,,
2019-05-08,"Even though lease cost is lower, I recommend purchase, as buyer retains upside value of car vs lease where you have give it back to Tesla",,12273.0,612.0,411.0,,
2019-05-09,"We could have gamed an LA/NY Autopilot journey last year, but when we do it this year, everyone with Tesla Full Self-Driving will be able to do it too",,2259.0,152.0,138.0,,
2019-05-10,.@cgpgrey drives a Tesla across the loneliest road in America,,11118.0,318.0,746.0,,
2019-05-12,Completely agree. Every Tesla should have good art &amp; music creation software.,,3369.0,91.0,146.0,,
2019-05-17,This is why we put extra filters in all Tesla cars. S &amp; X even have hospital operating room grade HEPA filters.,,49722.0,1060.0,3834.0,,
2019-05-18,"Because a Tesla produces no emissions &amp; filters most toxins, pollen, spores &amp; viruses, it actually cleans up surrounding air as it travels",,40941.0,694.0,3973.0,,
2019-05-19,"Tesla does not advertise or pay for endorsements. Instead, we use that money to make the product great.",,60388.0,1460.0,5720.0,,
2019-05-24,"Ironically, same publications will attack me for compensation tied to Tesla tripling in value and imply Tesla is worthless. They can’t *both* be true!",,1532.0,100.0,119.0,,
2019-05-29,"Yeah, the fear, uncertainty &amp; doubt propaganda campaign being pushed by those betting against Tesla has reached new heights",,5136.0,383.0,343.0,,
2019-05-29,I paid most of my Tesla-related expenses too. Tesla last year was actually net negative comp for me.,,32276.0,444.0,1499.0,,
2019-05-30,Tesla is affecting powerful vested interests. Big auto &amp; oil companies aren’t known for their gentle behavior. SpaceX is battling US military prime contractors &amp; space programs of national govts. No walk in the park there.,,2316.0,212.0,317.0,,
2019-05-31,New Tesla Summon will 🧨 ur 🧠,,105971.0,1813.0,5789.0,,
2019-05-31,Releasing to Early Access Program Tesla owners next week,,1526.0,111.0,64.0,,
2019-06-03,Only cars made in China are eligible for these subsidies. Tesla has never had access to them.,,5229.0,145.0,183.0,,
2019-06-04,Tesla Superchargers &amp; service centers coming to Kazakhstan this year,,1543.0,159.0,107.0,,
2019-06-12,"True, cost of operating a Tesla is much lower than other cars",,24231.0,730.0,2511.0,,
2019-06-13,Tesla Solar Toof Tile V3.0 starting early trials,,22563.0,1044.0,2818.0,,
2019-06-14,US tax credit of $3750 drops in half for Tesla on July 1. Order online in a few mins at Return in 7 days for full refund.,,8758.0,620.0,738.0,,
2019-06-15,RWD with all-weather tires works great. Tesla traction control is an order of magnitude more precise than gas/diesel. Really helps to have Newton &amp; Maxwell on your side.,,791.0,44.0,57.0,,
2019-06-17,That’s the Tesla part,,1532.0,50.0,30.0,,
2019-06-19,Probably fine. Some Tesla taxis in Amsterdam have 3 times that mileage.,,930.0,33.0,30.0,,
2019-06-19,"Starting next month, Tesla will charge $1000 for color black (same price as silver)",,39560.0,2390.0,1256.0,,
2019-06-19,Reminder that US federal tax drops by $1875 for any Tesla delivered after June 30. Order online at,,7806.0,476.0,584.0,,
2019-06-20,Kids playing Beach Buggy in Tesla store,,42956.0,663.0,1646.0,,
2019-06-21,Tesla is putting significant resources into high-efficiency battery recycling. Makes both environmental &amp; economic sense. Please consider joining if interested in recycling engineering!,,1918.0,52.0,158.0,,
2019-06-24,🖤 Tesla Software Engineering 🖤,,7521.0,102.0,187.0,,
2019-06-24,Third revision of Enhanced Summon hopefully going to Tesla owners with early access later this week,,879.0,61.0,66.0,,
2019-06-26,Working on Tesla global logistics,,1521.0,101.0,61.0,,
2019-06-29,Huge thanks to all Tesla supporters around the world helping the cause. We ♥️♥️♥️ you!!,,40808.0,987.0,2150.0,,
2019-07-02,Congratulations Tesla team &amp; thanks to all the new Tesla owners!! ♥️♥️,,56089.0,1622.0,4096.0,,
